"Identifier"	"Class"	"Order"	"Family"	"Genus"	"Species"	"Synonym"	"GSD_type"	"Sex_chromosome_karyotype"	"Size_difference"	"Larger_chromosome"	"Size_note"	"GSD_note"	"GSD_reference"	"TSD_type"	"TSD_type_detailed"	"Low_temperature_sex"	"Low_temperature_threshold"	"Intermediate_temperature_sex"	"High_temperature_sex"	"High_temperature_threshold"	"Thermal_sex_reversal_proven"	"TSD_note"	"TSD_reference"	"Sex_reversal_in_nature"	"Sex_reversal_reference"	"Polyploid"	"Polyploid_reference"	"Other_note"	"GSD_info_curated_by"	"TSD_info_curated_by"	"Taxonomy_reference"
"hsdA1.731"	"Reptilia"	"Squamata"	"Viperidae"	"Bothrops"	"Bothrops leucurus"	"Bothrops (pradoi) leucurus"	"ZW/ZZ"	"identified"					"[18]"																"Tree of Sex database"		"[383]"
"hsdA1.732"	"Reptilia"	"Squamata"	"Viperidae"	"Bothrops"	"Bothrops moojeni"	"Bothrops (atrox) mojeni"	"ZW/ZZ"	"identified"					"[23]"																"Tree of Sex database"		"[383]"
"hsdA1.733"	"Reptilia"	"Squamata"	"Viperidae"	"Bothrops"	"Bothrops neuwiedi"		"ZW/ZZ"	"identified"					"[21]"																"Tree of Sex database"		"[383]"
"hsdA1.734"	"Reptilia"	"Squamata"	"Viperidae"	"Cerrophidion"	"Cerrophidion godmani"	"Bothrops godmani"	"ZW/ZZ"	"identified"	"yes"	"Z"			"[421]"																"EN, Tree of Sex database"		"[383]"
"hsdA1.735"	"Reptilia"	"Squamata"	"Viperidae"	"Crotalus"	"Crotalus atrox"	"Crotalus tortugensis"	"ZW/ZZ"	"identified"					"[88], [369]"																"EN, Tree of Sex database"		"[383]"
"hsdA1.736"	"Reptilia"	"Squamata"	"Viperidae"	"Crotalus"	"Crotalus catalinensis"		"ZW/ZZ"	"identified"					"[369]"																"Tree of Sex database"		"[383]"
"hsdA1.737"	"Reptilia"	"Squamata"	"Viperidae"	"Crotalus"	"Crotalus cerastes"		"ZW/ZZ"	"identified"					"[264]"																"Tree of Sex database"		"[383]"
"hsdA1.738"	"Reptilia"	"Squamata"	"Viperidae"	"Crotalus"	"Crotalus durissus"	"Crotalus durissus terrificus; Crotalus durissus durissus"	"ZW/ZZ"	"identified"	"yes"	"Z"			"[18], [421]"																"EN, Tree of Sex database"		"[383]"
"hsdA1.739"	"Reptilia"	"Squamata"	"Viperidae"	"Crotalus"	"Crotalus enyo"		"ZW/ZZ"	"identified"					"[369]"																"Tree of Sex database"		"[383]"
"hsdA1.740"	"Reptilia"	"Squamata"	"Viperidae"	"Crotalus"	"Crotalus molossus"		"ZW/ZZ"	"identified"					"[13]"																"Tree of Sex database"		"[383]"
"hsdA1.741"	"Reptilia"	"Squamata"	"Viperidae"	"Crotalus"	"Crotalus ruber"		"ZW/ZZ"	"identified"					"[369]"																"Tree of Sex database"		"[383]"
"hsdA1.742"	"Reptilia"	"Squamata"	"Viperidae"	"Crotalus"	"Crotalus scutulatus"		"ZW/ZZ"	"identified"					"[369]"																"Tree of Sex database"		"[383]"
"hsdA1.743"	"Reptilia"	"Squamata"	"Viperidae"	"Daboia"	"Daboia palaestinae"		"ZW/ZZ"					"based on relative gene dosage"	"[308]"																"EN"		"[383]"
"hsdA1.744"	"Reptilia"	"Squamata"	"Viperidae"	"Daboia"	"Daboia russelii"	"Daboia russelii russelii"	"ZW/ZZ"	"identified"					"[289]"																"Tree of Sex database"		"[383]"
"hsdA1.745"	"Reptilia"	"Squamata"	"Viperidae"	"Deinagkistrodon"	"Deinagkistrodon acutus"									"FM ?"	"E-M"			"even"	"male"	"28"		"sex-dependent mortality cannot be excluded"	"[209]"							"VB"	"[383]"
"hsdA1.746"	"Reptilia"	"Squamata"	"Viperidae"	"Echis"	"Echis carinatus"		"ZW/ZZ"	"identified"	"yes"	"Z"			"[353], [358]"																"EN, Tree of Sex database"		"[383]"
"hsdA1.747"	"Reptilia"	"Squamata"	"Viperidae"	"Lachesis"	"Lachesis muta"	"Lachesis muta noctivaga"	"ZW/ZZ"	"identified"					"[17]"																"Tree of Sex database"		"[383]"
"hsdA2.2"	"Reptilia"	"Squamata"	"Viperidae"	"Lachesis"	"Lachesis stenophrys"	"Lachesis muta stenophrys"	"ZW/ZZ"	"identified"	"yes"	"Z"			"[421]"																"EN"		"[383]"
"hsdA1.748"	"Reptilia"	"Squamata"	"Viperidae"	"Macrovipera"	"Macrovipera lebetinus"	"Macrovipera lebetina"	"ZW/ZZ"	"identified"					"[59]"																"Tree of Sex database"		"[383]"
"hsdA1.749"	"Reptilia"	"Squamata"	"Viperidae"	"Metlapilcoatlus"	"Metlapilcoatlus nummifer"	"Atropoides nummifer; Bothrops nummifer"	"ZW/ZZ"	"identified"	"yes"	"Z"			"[421]"																"EN, Tree of Sex database"		"[383]"
"hsdA1.750"	"Reptilia"	"Squamata"	"Viperidae"	"Porthidium"	"Porthidium nasutum"	"Bothrops nasutum; Bothrops nasutus"	"ZW/ZZ"	"identified"	"yes"	"Z"			"[421]"																"EN, Tree of Sex database"		"[383]"
"hsdA1.751"	"Reptilia"	"Squamata"	"Viperidae"	"Vipera"	"Vipera ammodytes"	"Vipera ammodytes ammodytes"	"ZW/ZZ"	"identified"					"[308], [312]"																"EN, Tree of Sex database"		"[383]"
"hsdA1.752"	"Reptilia"	"Squamata"	"Viperidae"	"Vipera"	"Vipera aspis"	"Vipera aspis aspis; Vipera aspis zinnikeri"	"ZW/ZZ"	"identified"					"[178], [312]"																"Tree of Sex database"		"[383]"
"hsdA1.753"	"Reptilia"	"Squamata"	"Viperidae"	"Vipera"	"Vipera berus"		"ZW/ZZ"	"identified"					"[178], [308], [312]"																"EN, Tree of Sex database"		"[383]"
"hsdA1.754"	"Reptilia"	"Squamata"	"Viperidae"	"Vipera"	"Vipera latastei"	"Vipera latastei latastei"	"ZW/ZZ"	"identified"					"[312]"																"Tree of Sex database"		"[383]"
"hsdA1.755"	"Reptilia"	"Squamata"	"Viperidae"	"Vipera"	"Vipera monticola"		"ZW/ZZ"	"identified"					"[312]"																"Tree of Sex database"		"[383]"
"hsdA1.756"	"Reptilia"	"Squamata"	"Viperidae"	"Vipera"	"Vipera renardi"	"Vipera ursinii renardi"	"ZW/ZZ"	"identified"					"[312]"																"Tree of Sex database"		"[383]"
"hsdA1.757"	"Reptilia"	"Squamata"	"Viperidae"	"Vipera"	"Vipera seoanei"		"ZW/ZZ"	"identified"					"[312]"																"Tree of Sex database"		"[383]"
"hsdA1.758"	"Reptilia"	"Squamata"	"Viperidae"	"Vipera"	"Vipera ursinii"		"ZW/ZZ"	"identified"					"[178]"																"Tree of Sex database"		"[383]"
"hsdA1.759"	"Reptilia"	"Squamata"	"Xantusiidae"	"Xantusia"	"Xantusia henshawi"		"ZW/ZZ"						"[252]"																"VB"		"[383]"
"hsdA1.760"	"Reptilia"	"Squamata"	"Xenodermidae"	"Xenodermus"	"Xenodermus javanicus"		"ZW/ZZ"					"based on relative gene dosage"	"[308]"																"EN"		"[383]"
"hsdA1.761"	"Reptilia"	"Testudines"	"Carettochelyidae"	"Carettochelys"	"Carettochelys insculpta"									"MF"	"M-F"	"male"	"31.52"	"even"	"female"	"32"			"[187]"							"VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.762"	"Reptilia"	"Testudines"	"Chelidae"	"Acanthochelys"	"Acanthochelys radiolata"	"Platemys radiolata"	"XX/XY"	"identified"	"yes"			"Heteromorphic sex chromosomes were identified based on a single male."	"[226]"																"EN, Tree of Sex database"		"[383]"
"hsdA1.763"	"Reptilia"	"Testudines"	"Chelidae"	"Chelodina"	"Chelodina expansa"		"XX/XY"	"identified"				"microchromosomes"	"[224]"																"VB"		"[383]"
"hsdA1.764"	"Reptilia"	"Testudines"	"Chelidae"	"Chelodina"	"Chelodina longicollis"		"XX/XY"	"identified"					"[84]"																"Tree of Sex database"		"[383]"
"hsdA1.765"	"Reptilia"	"Testudines"	"Chelidae"	"Chelodina"	"Chelodina mccordi"		"XX/XY"	"identified"				"microchromosomes"	"[224]"																"VB"		"[383]"
"hsdA1.766"	"Reptilia"	"Testudines"	"Chelidae"	"Chelodina"	"Chelodina novaeguineae"		"XX/XY"	"identified"				"microchromosomes"	"[224]"																"VB"		"[383]"
"hsdA1.767"	"Reptilia"	"Testudines"	"Chelidae"	"Chelodina"	"Chelodina reimanni"		"XX/XY"	"identified"				"microchromosomes"	"[224]"																"VB"		"[383]"
"hsdA1.768"	"Reptilia"	"Testudines"	"Chelidae"	"Chelodina"	"Chelodina rugosa"		"XX/XY"	"identified"				"microchromosomes"	"[224]"																"VB"		"[383]"
"hsdA1.769"	"Reptilia"	"Testudines"	"Chelidae"	"Chelus"	"Chelus fimbriata"		"XX/XY"	"identified"				"microchromosomes"	"[390]"																"EN"		"[383]"
"hsdA1.770"	"Reptilia"	"Testudines"	"Chelidae"	"Chelus"	"Chelus orinocensis"		"XX/XY"	"identified"				"microchromosomes"	"[390]"																"EN"		"[383]"
"hsdA1.771"	"Reptilia"	"Testudines"	"Chelidae"	"Elseya"	"Elseya novaeguineae"		"XX/XY"	"identified"					"[80], [224]"																"VB"		"[383]"
"hsdA1.772"	"Reptilia"	"Testudines"	"Chelidae"	"Emydura"	"Emydura macquarii"		"XX/XY"	"identified"	"yes"	"Y"	"Y is somewhat larger"		"[222]"																"Tree of Sex database"		"[383]"
"hsdA1.773"	"Reptilia"	"Testudines"	"Chelidae"	"Emydura"	"Emydura subglobosa"		"XX/XY"	"identified"	"yes"	"Y"	"Y is slightly larger"		"[79], [204]"																"EN, Tree of Sex database"		"[383]"
"hsdA1.774"	"Reptilia"	"Testudines"	"Chelidae"	"Myuchelys"	"Myuchelys bellii"		"XX/XY"						"[64]"																"EN"		"[383]"
"hsdA1.775"	"Reptilia"	"Testudines"	"Chelidae"	"Phrynops"	"Phrynops geoffroanus"									"TSD uncertain"	"TSD uncertain"	"even"		"even"	"male?"	"32"		"even sex ratios at 25, 27, 30  degrees Celsius; non-significant male bias at 32 degrees Celsius (11:5)"	"[80]"							"EN, VB"	"[383]"
"hsdA1.776"	"Reptilia"	"Testudines"	"Chelidae"	"Phrynops"	"Phrynops hilarii"									"TSD uncertain"	"TSD uncertain"	"female?"	"27"	"even"				"marginally sign. female bias at 25 degrees Celsius; sample size too low at 32 degrees Celsius"	"[80]"							"EN, VB"	"[383]"
"hsdA1.777"	"Reptilia"	"Testudines"	"Chelidae"	"Rhinemys"	"Rhinemys rufipes"		"XX/XY"	"identified"				"microchromosomes"	"[389]"																"VB, EN"		"[383]"
"hsdA1.778"	"Reptilia"	"Testudines"	"Cheloniidae"	"Caretta"	"Caretta caretta"									"MF"	"M-F"	"male"	"27.1"	"even"	"female"	"31.2"		"Thresholds are taken from the TRT in Lolavar & Wyneken (2020) https://doi.org/10.1016/j.zool.2019.125739"	"[187]"							"VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.779"	"Reptilia"	"Testudines"	"Cheloniidae"	"Chelonia"	"Chelonia mydas"									"MF"	"M-F"	"male"	"27.9"	"even"	"female"	"31.5"		"thresholds differ across populations; average of 3 populations are given here from Bentley et al. (2020) https://doi.org/10.1111/1365-2435.13645"	"[187]"							"VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.780"	"Reptilia"	"Testudines"	"Cheloniidae"	"Eretmochelys"	"Eretmochelys imbricata"									"MF"	"M-F"	"male"	"28.72"	"even"	"female"	"31.14"		"thresholds estimated from ROSIE with tsd {embryogrowth} in R"	"[187]"							"VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.781"	"Reptilia"	"Testudines"	"Cheloniidae"	"Lepidochelys"	"Lepidochelys kempii"									"MF"	"M-F"	"male"	"30.25?"	"even"	"female"	"30.8"		"We ignored 3 data from ROSIE (Shaver et al. 1988) that seem to refer to female-biased mortality rather than sex determination."	"[187]"							"VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.782"	"Reptilia"	"Testudines"	"Cheloniidae"	"Lepidochelys"	"Lepidochelys olivacea"									"MF"	"M-F"	"male"	"27.1"	"even"	"female"	"32.9"		"TRT thresholds from Sandoval et al. (2017). Expansion of the transitional range of temperature for sea turtle Lepidochelys olivacea from sex ratio data at controlled incubation temperatures. Herpetology Notes, 10, 63-65."	"[187]"							"VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.783"	"Reptilia"	"Testudines"	"Cheloniidae"	"Natator"	"Natator depressus"									"MF"	"M-F"	"male"	"28.87"	"even"	"female"	"31.17"		"thresholds differ across populations, average of 3 populations are given here from Bentley et al. (2020) https://doi.org/10.1111/1365-2435.13645"	"[187]"							"VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.784"	"Reptilia"	"Testudines"	"Chelydridae"	"Chelydra"	"Chelydra rossignonii"									"MF"	"M-F"	"male"	"25"	"even?"	"female"	"28?"		"""Chelydra serpentina"" in the paper; species re-assignment taken from ROSIE"	"[393]"							"VB, ROSIE"	"[383]"
"hsdA1.785"	"Reptilia"	"Testudines"	"Chelydridae"	"Chelydra"	"Chelydra serpentina"									"FMF"	"F-M-F"	"female"	"22.37"	"male"	"female"	"26.79"		"TRT thresholds are averaged over 6 populations from Table 2 in Ewert et al. (2005) https://doi.org/10.1017/S0952836904006120"	"[187]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.786"	"Reptilia"	"Testudines"	"Chelydridae"	"Macrochelys"	"Macrochelys temminckii"									"FMF"	"F-M-F"	"female"	"22.5"	"male"	"female"	"28.25"			"[187]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.787"	"Reptilia"	"Testudines"	"Dermatemydidae"	"Dermatemys"	"Dermatemys mawii"									"MF"	"M-F"	"male"	"25"	"even"	"female"	"29"		"sample sizes between 9 and 14 / temperature"	"[393]"							"VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.788"	"Reptilia"	"Testudines"	"Dermochelyidae"	"Dermochelys"	"Dermochelys coriacea"									"MF"	"M-F"	"male"	"29"	"even"	"female"	"29.9"		"TRT thresholds are averaged between 2 populations from Chevalier et al. (1999) https://doi.org/10.1016/S0003-4339(00)88882-6 (Fig.1)"	"[187]"							"VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.789"	"Reptilia"	"Testudines"	"Emydidae"	"Actinemys"	"Actinemys marmorata"	"Emys marmorata; Clemmys marmorata"								"MF"	"M-F"	"male"	"27"		"female"	"30"		"embryos that spent ≥30% of the middle third of the incubation period above 29 degrees Celsius were more likely female (Christie & Geist (2017) https://doi.org/10.1086/689409)"	"[187]"							"VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.790"	"Reptilia"	"Testudines"	"Emydidae"	"Chrysemys"	"Chrysemys dorsalis"									"MF"	"M-F"	"male"	"26"	"even"	"female"	"28"		"""Chrysemys picta (TN)"" in the paper; species re-assignment taken from ROSIE"	"[187]"							"VB, ROSIE"	"[383]"
"hsdA1.791"	"Reptilia"	"Testudines"	"Emydidae"	"Chrysemys"	"Chrysemys picta"									"MF"	"M-F"	"male"	"26.7"	"even"	"female"	"29.8"		"TRT thresholds are averaged over 12 populations from Carter et al. (2019) https://doi.org/10.1111/1365-2435.13410 (""all populations"" in Fig.2)"	"[187]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.792"	"Reptilia"	"Testudines"	"Emydidae"	"Clemmys"	"Clemmys guttata"									"MF"	"M-F"	"male"	"27"	"even"	"female"	"30"			"[80]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.793"	"Reptilia"	"Testudines"	"Emydidae"	"Deirochelys"	"Deirochelys reticularia"									"MF"	"M-F"	"male"	"28"	"even"	"female"	"30"			"[80]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.794"	"Reptilia"	"Testudines"	"Emydidae"	"Emydoidea"	"Emydoidea blandingii"	"Emys blandingii"								"MF"	"M-F"	"male"	"26.5"		"female"	"30"			"[187]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.795"	"Reptilia"	"Testudines"	"Emydidae"	"Emys"	"Emys orbicularis"									"MF"	"M-F"	"male"	"28"	"even"	"female"	"29"			"[187]"							"VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.796"	"Reptilia"	"Testudines"	"Emydidae"	"Glyptemys"	"Glyptemys insculpta"	"Clemmys insculpta"	"XX/XY"	"identified"					"[211], [236]"																"VB, EN"		"[383]"
"hsdA1.797"	"Reptilia"	"Testudines"	"Emydidae"	"Glyptemys"	"Glyptemys muhlenbergii"		"XX/XY"						"[211]"																"VB"		"[383]"
"hsdA1.798"	"Reptilia"	"Testudines"	"Emydidae"	"Graptemys"	"Graptemys barbouri"									"MF"	"M-F"	"male"	"28"		"female"	"29"			"[187]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.799"	"Reptilia"	"Testudines"	"Emydidae"	"Graptemys"	"Graptemys caglei"									"MF"	"M-F"	"male"	"29.5"		"female"	"30.5"		"the only high temperature tested was 30.5 degrees Celsius with n=10"	"[400]"							"VB, ROSIE"	"[383]"
"hsdA1.800"	"Reptilia"	"Testudines"	"Emydidae"	"Graptemys"	"Graptemys geographica"									"MF"	"M-F"	"male"	"28"		"female"	"30"			"[187]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.801"	"Reptilia"	"Testudines"	"Emydidae"	"Graptemys"	"Graptemys nigrinoda"									"MF ?"	"M?-F?"	"male?"	"25?"		"female?"	"30?"		"Only 25 and 30  degrees Celsius were tested; n=6 and 7, respectively."	"[79]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.802"	"Reptilia"	"Testudines"	"Emydidae"	"Graptemys"	"Graptemys ouachitensis"									"MF"	"M-F"	"male"	"29.3"		"female"	"30"			"[187]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.803"	"Reptilia"	"Testudines"	"Emydidae"	"Graptemys"	"Graptemys pseudogeographica"									"MF"	"M-F"	"male"	"28?"		"female"	"29.5?"			"[187]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.804"	"Reptilia"	"Testudines"	"Emydidae"	"Graptemys"	"Graptemys pulchra"									"MF"	"M-F"	"male"	"28"		"female"			"too small sample size for identifying upper threshold (may be 29 or 30  degrees Celsius)"	"[33]"							"VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.805"	"Reptilia"	"Testudines"	"Emydidae"	"Graptemys"	"Graptemys versa"									"MF ?"	"M?-F?"	"male?"	"30?"		"female?"	"32?"		"too small sample sizes (5,7,8 at 25,30,32  degrees Celsiusrespectively"	"[82]"							"VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.806"	"Reptilia"	"Testudines"	"Emydidae"	"Malaclemys"	"Malaclemys terrapin"									"MF"	"M-F"	"male"	"25.87"	"even"	"female"	"30.22"		"thresholds estimated from ROSIE with tsd {embryogrowth} in R"	"[187]"							"VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.807"	"Reptilia"	"Testudines"	"Emydidae"	"Pseudemys"	"Pseudemys concinna"									"MF"	"M-F"	"male"	"28"		"female"	"29"			"[80]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.808"	"Reptilia"	"Testudines"	"Emydidae"	"Pseudemys"	"Pseudemys floridana"									"MF"	"M-F"	"male"	"28"		"female"	"29"			"[80]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.809"	"Reptilia"	"Testudines"	"Emydidae"	"Pseudemys"	"Pseudemys nelsoni"									"MF ?"	"M?-F?"	"male?"			"female?"			"MF pattern apparent, but sample sizes are small and/or sex biases not significant"	"[80]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.810"	"Reptilia"	"Testudines"	"Emydidae"	"Pseudemys"	"Pseudemys peninsularis"									"TSD uncertain"	"TSD uncertain"	"male?"			"female?"			"Uncertainty about species (according to Tree of Sex, this species is reported as ""P. floridana from Florida"" in Ewert & Nelson 1991). Extremely small sample sizes (n=4 ) for 2 temperatures only."	"[79]"							"VB, Tree of Sex database"	"[383]"
"hsdA1.811"	"Reptilia"	"Testudines"	"Emydidae"	"Pseudemys"	"Pseudemys texana"									"MF ?"	"M?-F?"	"male?"	"28"	"even?"	"female?"			"Extremely small sample sizes (N=3-5 for each of 3 temperatures)"	"[80]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.812"	"Reptilia"	"Testudines"	"Emydidae"	"Terrapene"	"Terrapene carolina"									"MF"	"M-F"	"male"	"28"		"female"	"29"		"Temperature thresholds may differ between populations."	"[187]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.813"	"Reptilia"	"Testudines"	"Emydidae"	"Terrapene"	"Terrapene coahuila"									"MF ?"	"M?-F?"	"male?"	"27?"		"female?"	"28?"		"the only available info is: ""28 degrees Celsius produces females and 26-27 degrees Celsius produce males"" (no sample sizes)"	"[141]"							"VB, Tree of Sex database"	"[383]"
"hsdA1.814"	"Reptilia"	"Testudines"	"Emydidae"	"Terrapene"	"Terrapene ornata"									"MF"	"M-F"	"male"			"female"			"sample sizes too small for threshold identification"	"[187]"							"VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.815"	"Reptilia"	"Testudines"	"Emydidae"	"Trachemys"	"Trachemys callirostris"									"MF ?"	"E?-F?"	"even?"	"28.5"		"female?"	"30"		"source in ROSIE is personal communication; some nests may have been collected after TSP began"	"[187]"							"VB, ROSIE"	"[383]"
"hsdA1.816"	"Reptilia"	"Testudines"	"Emydidae"	"Trachemys"	"Trachemys decorata"									"MF ?"	"M?-F?"	"male?"		"even"	"female?"			"Sample sizes were too small (<10 for each of 6 temperatures 24-32 degrees Celsius)"	"[80]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.817"	"Reptilia"	"Testudines"	"Emydidae"	"Trachemys"	"Trachemys scripta"									"MF"	"M-F"	"male"	"28"		"female"	"29.5"		"TRT thresholds from Carter et al. (2016) https://doi.org/10.1111/1365-2435.12801"	"[187]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.818"	"Reptilia"	"Testudines"	"Emydidae"	"Trachemys"	"Trachemys venusta"									"MF"	"M-F"	"male"	"25.76"	"even"	"female"	"28.99"		"thresholds estimated from ROSIE with tsd {embryogrowth} in R"	"[187]"							"VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.819"	"Reptilia"	"Testudines"	"Geoemydidae"	"Batagur"	"Batagur affinis"									"MF ?"	"M?-F?"	"male?"	"27"		"female?"	"31"		"sample sizes not available"	"[187]"							"VB, ROSIE"	"[383]"
"hsdA1.820"	"Reptilia"	"Testudines"	"Geoemydidae"	"Batagur"	"Batagur baska"									"MF ?"	"M-F?"	"male"	"27"		"female?"	"30"		"n=5 at 30 degrees Celsius (1m:4f)"	"[187]"							"VB, ROSIE"	"[383]"
"hsdA1.821"	"Reptilia"	"Testudines"	"Geoemydidae"	"Batagur"	"Batagur borneoensis"									"MF ?"	"M?-F?"	"male?"	"29"	"even?"	"female?"	"31"		"sample sizes not available"	"[187]"							"VB, ROSIE"	"[383]"
"hsdA1.822"	"Reptilia"	"Testudines"	"Geoemydidae"	"Cuora"	"Cuora flavomarginata"									"MF ?"	"M?-F?"	"male?"	"27"	"even?"	"female?"	"30"		"publication cited in ROISE is a newsletter, not accessible"	"[187]"							"VB, ROSIE"	"[383]"
"hsdA1.823"	"Reptilia"	"Testudines"	"Geoemydidae"	"Cuora"	"Cuora trifasciata"	"Cyclemys trifasciata"								"MF ?"	"M?-F?"	"male?"	"26"	"even?"	"female?"	"29.6"		"citation is a patent, sample sizes unclear"	"[205]"							"VB, ROSIE"	"[383]"
"hsdA1.824"	"Reptilia"	"Testudines"	"Geoemydidae"	"Cuora"	"Cuora zhoui"									"TSD uncertain"	"TSD uncertain"							"the only info given in ROISE is that 27 degrees Celsius produces 100% females; citation not available"	"[187]"							"VB, ROSIE"	"[383]"
"hsdA1.825"	"Reptilia"	"Testudines"	"Geoemydidae"	"Heosemys"	"Heosemys grandis"									"FMF"	"F-M-F"	"female"	"25"	"male"	"female"	"30"		"N=10-13 / temperature"	"[82]"							"VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.826"	"Reptilia"	"Testudines"	"Geoemydidae"	"Mauremys"	"Mauremys annamensis"									"MF"	"M-F"	"male"	"28?"		"female"	"29?"		"N=3-11 / 6 temperatures (24-30 degrees Celsius). Significant bias at 24-25 degrees Celsius (males) and 30 degrees Celsius (females)."	"[80]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.827"	"Reptilia"	"Testudines"	"Geoemydidae"	"Mauremys"	"Mauremys japonica"									"MF"	"M-F"	"male"	"27.85"	"even"	"female"	"29.82"		"thresholds estimated from ROSIE with tsd {embryogrowth} in R"	"[379]"							"VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.828"	"Reptilia"	"Testudines"	"Geoemydidae"	"Mauremys"	"Mauremys mutica"									"MF"	"M-F"	"male"	"26"	"even"	"female"	"30"			"[187]"							"VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.829"	"Reptilia"	"Testudines"	"Geoemydidae"	"Mauremys"	"Mauremys nigricans"									"MF ?"	"M?-F?"	"male?"			"female?"			"extremely small sample sizes (N=4,3,1 at 25,27,30  degrees Celsius, respectively)"	"[80]"							"VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.830"	"Reptilia"	"Testudines"	"Geoemydidae"	"Mauremys"	"Mauremys reevesii"									"MF"	"M-F"	"male"	"26"	"even"	"female"	"30"			"[187]"							"VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.831"	"Reptilia"	"Testudines"	"Geoemydidae"	"Mauremys"	"Mauremys sinensis"	"Ocadia sinensis"								"MF"	"M-F"	"male"	"28"		"female"	"30"			"[72]"							"VB, ROSIE"	"[383]"
"hsdA1.832"	"Reptilia"	"Testudines"	"Geoemydidae"	"Melanochelys"	"Melanochelys trijuga"									"FMF ?"	"F-E-F"	"female"	"25"	"even"	"female"	"29"		"Slight male bias at 26-28 degrees Celsius but not significant."	"[80]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.833"	"Reptilia"	"Testudines"	"Geoemydidae"	"Pangshura"	"Pangshura smithii"	"Kachuga smithii"	"ZW/ZZ"	"identified"					"[346]"																"Tree of Sex database"		"[383]"
"hsdA1.834"	"Reptilia"	"Testudines"	"Geoemydidae"	"Rhinoclemmys"	"Rhinoclemmys areolata"									"FMF ?"	"F?-M?-F?"	"female?"		"male?"	"female?"			"Very small sample sizes: N=5-8 for each of 7 temperatures."	"[80]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.835"	"Reptilia"	"Testudines"	"Geoemydidae"	"Rhinoclemmys"	"Rhinoclemmys pulcherrima"									"MF ?"	"M-F?"	"male"			"female?"			"24-27 degrees Celsius produced male excess (N=6-14); at 30 degrees Celsius 2m:6f"	"[79]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.836"	"Reptilia"	"Testudines"	"Geoemydidae"	"Siebenrockiella"	"Siebenrockiella crassicollis"		"XX/XY"	"identified"					"[38], [162]"																"EN, Tree of Sex database"		"[383]"
"hsdA1.837"	"Reptilia"	"Testudines"	"Kinosternidae"	"Kinosternon"	"Kinosternon acutum"									"TSD uncertain"	"TSD uncertain"							"original data (conference publication) inaccessible"	"[155]"							"VB, ROSIE, Tree of Sex database"	"[383]"
